Team,Year,Sagarin,Zsagarin,FrNbrRecruits,Fr5star,Fr4star,Fr3star,Fravg,Frpoints,Sonbrrecruits,So5star,So4star,So3star,Soavg,Sopoints,Jrnbrrecruits,Jr5star,Jr4star,Jr3star,Jravg,Jrpoints,Srnbrrecruits,Sr5star,Sr4star,Sr3star,Sravg,Srpoints,Rssrnbrrecruits,Rssr5star,Rssr4star,Rssr3star,Rssravg,Rssrpoints,conference,lysagarin,z_lysagarin,tyasagarin,z_tyasagarin,retoff,retdef,qbret,bowl,bowlwin,coachexp_school,coachexp_total,lindys,BigTen,SEC,BigTwelve,ACC,PacTen,Bigeast,Ind
Connecticut,2011,68.09,-0.850454292,16,0,0,8,2.5,88,20,0,0,9,2.45,202,21,0,1,3,2.24,215,22,0,0,3,2.14,194,29,0,1,5,2.24,272,Bigeast,72.68,-0.418041823,79.42,0.338729113,6,9,0,1,0,0,19,49,0,0,0,0,0,1,0
Duke,2011,60.07,-1.65379983,20,0,0,11,2.55,238,20,0,0,10,2.5,314,27,0,2,13,2.63,634,17,0,0,7,2.41,241,21,0,0,4,2.19,138,ACC,63.61,-1.372146216,67.87,-1.074803697,8,6,1,0,0,3,9,72,0,0,0,1,0,0,0
Florida,2011,78.78,0.220339199,19,0,11,8,3.58,1851,28,4,18,5,3.89,2938,16,3,9,4,3.94,2017,22,4,12,4,3.82,2600,27,4,16,7,3.89,2959,SEC,81.34,0.492933264,95.75,2.337256455,4,2,1,1,1,0,0,20,0,1,0,0,0,0,0
Florida State,2011,81.16,0.458738499,18,0,8,10,3.44,2365,24,2,8,14,3.5,1953,21,2,10,8,3.62,2154,30,2,13,8,3.33,2251,20,0,7,10,3.2,1394,ACC,85.19,0.897927962,78.56,0.233479051,6,8,0,1,1,1,1,5,0,0,0,1,0,0,0
Georgia,2011,84.01,0.744216651,26,2,12,11,3.58,2309,19,0,9,9,3.42,1581,19,1,14,4,3.84,2179,24,2,13,8,3.67,2321,23,0,12,10,3.48,1895,SEC,72.77,-0.408574415,80.08,0.419502417,4,6,1,1,0,10,10,16,0,1,0,0,0,0,0
Georgia Tech,2011,72.31,-0.427746291,22,0,1,18,2.91,759,18,0,5,11,3.17,950,21,0,1,17,2.9,732,20,0,1,11,2.65,581,20,0,8,10,3.3,1453,ACC,68.32,-0.87668517,84.6,0.972677162,6,5,0,1,0,3,14,46,0,0,0,1,0,0,0
Illinois,2011,72.8,-0.378664082,27,0,1,21,2.85,711,21,0,1,11,2.62,367,23,0,7,8,2.78,1092,28,0,6,16,3,1293,23,2,5,11,3,1448,bigten,77.78,0.11844466,64.37,-1.503146973,7,6,1,1,1,6,9,70,1,0,0,0,0,0,0
Indiana,2011,55.37,-2.124588363,21,0,1,12,2.67,384,25,0,0,11,2.44,115,19,0,0,13,2.68,455,20,0,0,5,2.15,152,20,0,0,5,2.15,82,bigten,62.79,-1.458404827,63.56,-1.602277846,6,6,0,0,0,0,0,79,1,0,0,0,0,0,0
Iowa,2011,74.51,-0.207377191,24,0,4,16,3,1065,21,0,4,13,3,977,19,0,2,5,2.47,343,24,0,0,13,2.54,428,22,0,5,11,2.95,1167,bigten,82.35,0.599178626,85.82,1.121985389,5,5,0,1,1,12,15,41,1,0,0,0,0,0,0
Iowa State,2011,74.64,-0.19435538,23,0,0,15,2.65,478,28,0,2,16,2.71,472,23,0,1,10,2.52,236,24,0,1,6,2.33,281,25,0,1,0,2.44,343,bigtwelve,69.25,-0.778855282,70.3,-0.77741108,6,7,0,0,0,2,2,73,0,0,1,0,0,0,0
Kansas,2011,64.09,-1.251125384,27,0,2,21,2.93,899,18,0,2,12,2.89,555,25,0,4,19,3.08,1155,20,0,2,18,3.1,899,23,0,1,13,2.57,491,bigtwelve,59.04,-1.852880183,70.88,-0.70642848,8,5,1,0,0,1,5,85,0,0,1,0,0,0,0
Kansas State,2011,84.56,0.799308926,25,0,0,17,2.68,291,17,0,2,12,2.94,458,25,0,0,12,2.48,120,32,0,4,22,2.94,1194,33,0,3,16,2.67,873,bigtwelve,72.15,-0.47379434,69.79,-0.839826814,5,6,0,1,0,2,19,61,0,0,1,0,0,0,0
Kentucky,2011,66.03,-1.056799904,24,0,1,21,2.96,357,26,0,1,18,2.77,742,29,0,3,16,2.69,958,20,0,1,8,2.5,315,29,0,1,9,2.31,452,SEC,67.62,-0.95032057,75.35,-0.159372925,5,7,0,1,0,1,1,63,0,1,0,0,0,0,0
Louisville,2011,70.75,-0.584008016,20,0,4,15,3.15,1086,28,0,3,18,2.86,778,26,0,1,8,2.31,214,22,0,1,11,2.59,378,17,1,2,11,3.06,845,Bigeast,73.02,-0.382276058,66.13,-1.287751497,4,7,0,1,1,1,1,71,0,0,0,0,0,1,0
LSU,2011,100.3,2.375949671,22,3,9,9,3.64,2224,29,1,15,13,3.59,2255,24,4,11,9,3.79,2581,26,2,11,13,3.58,2134,26,2,19,5,3.88,2695,SEC,91.16,1.525932728,84.22,0.92617132,8,6,1,1,1,6,10,4,0,1,0,0,0,0,0
Maryland,2011,61.76,-1.484516294,21,0,1,15,2.81,692,21,0,4,15,3.1,1058,26,0,6,16,3.08,1266,18,0,6,8,3.11,976,26,1,3,13,2.85,1024,ACC,77.85,0.1258082,63.83,-1.569234221,6,6,1,1,1,0,12,43,0,0,0,1,0,0,0
Miami-FL,2011,73.61,-0.297528186,16,0,2,13,3.06,855,29,1,6,18,3.14,1575,19,1,9,8,3.53,1693,33,2,15,8,3.33,2467,19,1,7,8,3.21,1452,ACC,76.91,0.026926377,81.72,0.620211838,5,7,1,1,0,0,5,26,0,0,0,1,0,0,0
Michigan,2011,86.54,0.997641117,20,0,6,13,3.25,1314,27,0,6,20,3.19,1479,22,1,13,6,3.59,2124,24,0,17,6,3.67,2220,20,2,5,12,3.4,1750,bigten,71.91,-0.499040763,67.18,-1.159248515,8,7,1,1,0,0,8,29,1,0,0,0,0,0,0
Michigan State,2011,85.13,0.856404557,21,0,2,17,3,1028,22,1,4,12,3.05,1193,23,0,10,10,3.3,1675,21,0,1,13,2.71,623,23,0,3,12,2.7,808,bigten,79.28,0.276234802,73.28,-0.412707376,6,6,1,1,0,4,7,22,1,0,0,0,0,0,0
Minnesota,2011,64.89,-1.170991165,24,0,0,19,2.79,468,25,0,2,18,2.88,702,20,0,3,15,3.05,974,30,0,7,18,3.07,1395,24,0,1,9,2.46,406,bigten,63.74,-1.358471071,70.61,-0.739472104,6,8,1,0,0,0,17,86,1,0,0,0,0,0,0
Mississippi State,2011,78.43,0.185280479,22,0,1,21,3.05,673,26,0,5,14,2.92,1032,27,0,7,17,3.15,1332,27,0,4,7,2.56,686,34,0,4,13,2.62,871,SEC,84.81,0.85795446,76.04,-0.074928107,8,7,1,1,1,2,2,21,0,1,0,0,0,0,0
Missouri,2011,85.25,0.86842469,17,0,1,16,3.06,607,23,0,7,16,3.3,1446,25,1,1,15,2.8,970,23,1,2,16,3,1214,27,0,4,16,2.89,1059,bigtwelve,83.04,0.671762092,73.42,-0.395573645,9,6,0,1,0,10,20,23,0,0,1,0,0,0,0
NC State,2011,71.7,-0.488848632,20,0,1,13,2.75,134,19,1,4,9,3.05,1092,27,0,1,19,2.78,618,25,0,6,10,2.88,1151,25,0,2,12,2.64,565,ACC,82.85,0.65177534,68.85,-0.95486758,7,8,0,1,1,4,14,59,0,0,0,1,0,0,0
Nebraska,2011,81.06,0.448721721,19,0,11,7,3.53,1698,21,0,8,10,3.24,1407,20,0,5,15,3.25,1233,28,1,2,20,2.96,1159,27,0,10,16,3.33,1734,bigten,80.23,0.376168559,84.06,0.906589914,5,6,1,1,0,3,3,9,1,0,0,0,0,0,0
North Carolina,2011,72.86,-0.372654016,25,0,9,14,3.28,1661,21,0,4,16,3.14,1195,29,1,13,10,3.34,2084,19,0,7,8,3.16,1120,24,2,4,12,3,1510,ACC,76.77,0.012199298,78.47,0.22246451,6,6,0,1,1,0,0,31,0,0,0,1,0,0,0
Northwestern,2011,71.35,-0.523907353,17,0,0,15,2.88,126,17,0,0,16,2.94,281,18,0,1,10,2.67,471,20,0,0,6,2.3,178,19,0,0,14,2.74,459,bigten,68.08,-0.901931593,70.95,-0.697861614,9,7,1,1,0,5,5,44,1,0,0,0,0,0,0
Notre Dame,2011,79.91,0.333528783,23,2,8,12,3.48,1976,23,0,10,12,3.39,1618,18,1,9,5,3.44,1564,23,3,16,4,3.96,2744,18,1,12,4,3.72,1932,Ind,82.47,0.611801838,75.31,-0.164268276,9,8,1,1,1,1,7,19,0,0,0,0,0,0,1
Ohio State,2011,74.19,-0.239430878,23,1,9,12,3.43,1927,19,0,8,9,3.32,1327,25,2,15,8,3.76,2478,20,4,9,7,3.85,2481,15,0,12,3,3.8,1577,bigten,92.75,1.693190279,88.35,1.431616386,6,4,0,1,1,0,0,14,1,0,0,0,0,0,0
Oklahoma,2011,92.48,1.592637687,17,2,7,8,3.65,1722,29,0,16,13,3.55,2213,23,0,11,11,3.43,1830,21,3,12,5,3.81,2422,21,1,9,8,3.38,1704,bigtwelve,88.72,1.269260763,83.15,0.795220662,8,7,1,1,1,12,12,1,0,0,1,0,0,0,0
Oklahoma State,2011,97.01,2.046397698,27,0,2,22,2.96,1096,27,0,5,22,3.19,1170,24,0,5,13,2.96,1049,27,0,6,16,3.04,1211,23,0,4,16,3.04,1143,bigtwelve,87.57,1.148288321,77.28,0.076827796,9,7,1,1,1,6,6,7,0,0,1,0,0,0,0
Ole Miss,2011,61.77,-1.483514616,27,1,5,21,3.26,1573,25,0,8,16,3.28,1554,37,1,8,22,3.11,1628,31,1,2,15,2.71,1165,22,0,6,12,3.09,1203,SEC,65.85,-1.136512937,82.38,0.700985141,9,3,0,0,0,3,18,62,0,1,0,0,0,0,0
Oregon,2011,91.82,1.526526957,23,2,9,12,3.57,2048,23,1,10,9,3.39,1851,26,0,4,16,2.92,1126,20,0,8,9,3.25,1356,29,0,12,12,3.24,1760,pacten,96.98,2.13815848,85.27,1.054674303,6,5,1,1,0,2,2,3,0,0,0,0,1,0,0
Oregon State,2011,65.76,-1.083845203,24,0,1,15,2.71,435,18,0,4,12,3.11,924,24,0,1,13,2.63,595,18,1,0,10,2.72,450,35,0,2,16,2.51,690,pacten,79.99,0.350922136,78.35,0.207778455,8,5,1,0,0,10,10,60,0,0,0,0,1,0,0
Penn State,2011,78.82,0.22434591,16,0,5,8,3.13,890,20,0,12,7,3.55,1852,27,0,7,12,2.96,1335,14,0,4,6,3,700,21,0,8,8,3.14,1305,bigten,73.05,-0.379120255,85.43,1.07425571,6,8,1,1,0,45,45,36,1,0,0,0,0,0,0
Pittsburgh,2011,69.65,-0.694192567,20,0,2,10,2.7,385,24,0,4,19,3.13,1144,20,0,4,11,2.95,804,19,1,5,9,3.16,1179,24,0,6,13,3.04,1265,Bigeast,78.76,0.22153422,83.5,0.838054989,6,8,1,1,1,0,5,38,0,0,0,0,0,1,0
Purdue,2011,70.28,-0.63108687,15,0,0,11,2.73,100,24,0,1,13,2.63,564,20,0,1,8,2.5,226,26,0,1,10,2.38,278,19,0,1,11,2.68,371,bigten,63.19,-1.416327456,68.6,-0.985463528,6,9,1,0,0,2,7,58,1,0,0,0,0,0,0
Rutgers,2011,76.98,0.040037208,24,0,4,15,2.96,1014,24,0,2,14,2.75,454,23,0,4,15,3,981,20,0,3,7,2.65,662,23,0,3,15,2.83,950,Bigeast,64.47,-1.281679868,76.98,0.040112658,8,5,1,0,0,10,10,76,0,0,0,0,0,1,0
South Carolina,2011,88.23,1.166924653,32,1,6,25,3.25,1638,23,1,5,11,3.04,1342,29,0,14,11,3.34,1952,22,0,6,14,3.18,1322,31,1,14,13,3.42,2190,SEC,81.11,0.468738776,76.43,-0.027198428,6,7,1,1,0,6,21,11,0,1,0,0,0,0,0
South Florida,2011,71.02,-0.556962718,21,0,1,16,2.86,322,20,0,2,13,2.85,464,30,0,6,18,3,1197,24,0,2,9,2.46,391,27,1,0,10,2.48,381,Bigeast,74.43,-0.233953324,77.28,0.076827796,4,6,1,1,1,1,11,33,0,0,0,0,0,1,0
Southern Cal,2011,86.48,0.99163105,30,1,14,13,3.47,2315,20,5,14,1,4.2,3003,19,4,11,2,3.89,2410,19,2,13,4,3.89,2312,18,6,10,2,4.22,2761,pacten,81.93,0.554997387,81.95,0.64836011,6,6,1,0,0,1,2,27,0,0,0,0,1,0,0
Stanford,2011,90.48,1.392302142,19,0,7,11,3.32,1311,23,0,5,16,3.13,1314,22,0,8,12,3.27,1583,17,0,2,8,2.71,502,19,0,1,0,2.63,480,pacten,98.05,2.250715448,78.89,0.273865703,5,6,1,1,1,0,0,8,0,0,0,0,1,0,0
Syracuse,2011,65.97,-1.062809971,26,0,0,12,2.46,250,29,0,1,11,2.38,277,14,0,0,4,2.29,62,26,0,4,6,2.54,621,27,0,1,13,2.56,679,Bigeast,73.68,-0.312848395,67.05,-1.175158408,7,5,1,1,1,2,2,66,0,0,0,0,0,1,0
Tennessee,2011,74.09,-0.249447655,27,0,12,14,3.41,1811,25,1,12,9,3.44,2048,21,2,9,10,3.62,2037,18,0,4,11,3.06,1027,32,5,11,15,3.63,2726,SEC,70.71,-0.625272877,77.96,0.160048775,7,5,1,1,0,1,4,52,0,1,0,0,0,0,0
Texas,2011,85.21,0.864417979,22,1,15,6,3.77,2322,25,2,19,4,3.92,2728,20,3,11,6,3.85,2375,20,0,12,7,3.55,1919,24,2,16,5,3.79,2562,bigtwelve,70.52,-0.645259628,92.39,1.92604691,5,7,1,0,0,13,27,28,0,0,1,0,0,0,0
Texas A&M,2011,85.87,0.930528709,22,0,3,15,2.95,1098,24,0,9,13,3.29,1572,28,1,4,21,3.14,1403,24,0,7,14,3.17,1482,19,0,4,11,2.89,795,bigtwelve,82.37,0.601282495,71.72,-0.603626094,10,9,1,1,0,3,3,13,0,0,1,0,0,0,0
Texas Tech,2011,73.17,-0.341602006,27,0,6,19,3.15,1457,25,0,5,15,3,986,25,0,5,15,3,1110,16,0,3,10,3,678,26,0,1,17,2.73,469,bigtwelve,74.5,-0.226589784,80.25,0.440307662,7,7,0,1,1,1,15,32,0,0,1,0,0,0,0
UCLA,2011,70.18,-0.641103647,16,0,3,10,3,636,23,1,12,10,3.61,2105,27,0,11,14,3.33,1752,23,0,12,11,3.52,1924,11,0,6,4,3.27,848,pacten,71.41,-0.551637477,75.03,-0.198535738,8,8,1,0,0,3,11,74,0,0,0,0,1,0,0
Utah,2011,75.92,-0.066140631,19,0,2,14,2.95,853,22,0,4,16,3.09,1156,25,1,2,14,2.84,886,15,0,1,9,2.73,297,25,0,0,8,2.32,202,pacten,80.56,0.41088239,80.59,0.481918151,7,5,1,1,0,6,6,42,0,0,0,0,1,0,0
Vanderbilt,2011,74.94,-0.164305048,21,0,0,15,2.71,285,24,0,1,17,2.79,469,18,0,0,13,2.72,251,21,0,0,4,2.19,80,14,0,1,5,2.5,270,SEC,58.2,-1.941242662,62.47,-1.73567618,9,7,1,0,0,0,0,84,0,1,0,0,0,0,0
Virginia,2011,69.17,-0.742273098,26,0,5,17,3.04,1144,18,0,1,12,2.78,392,25,0,5,11,2.84,1110,18,0,1,7,2.5,284,24,0,7,11,3.04,1267,ACC,65,-1.225927351,69.01,-0.935286173,8,7,0,0,0,1,3,68,0,0,0,1,0,0,0
Virginia Tech,2011,79.14,0.256399598,21,0,4,14,3.05,928,20,0,5,15,3.25,1550,22,0,5,14,3.09,1357,31,0,6,22,3.1,1375,26,1,2,14,2.73,1160,ACC,86.1,0.993653982,87.69,1.350843083,6,5,0,1,0,24,30,12,0,0,0,1,0,0,0
Wake Forest,2011,68.42,-0.817398927,14,0,0,11,2.79,288,19,0,1,12,2.74,377,23,0,0,11,2.48,331,17,0,0,8,2.47,314,20,0,0,6,2.3,90,ACC,61.63,-1.580429204,72.55,-0.502047545,7,9,1,0,0,10,16,80,0,0,0,1,0,0,0
Washington,2011,74.52,-0.206375513,23,0,5,15,3.09,1300,31,0,5,24,3.1,1214,19,0,1,15,2.89,286,26,0,5,14,2.92,1255,27,0,3,16,2.81,982,pacten,80.09,0.361441479,74.34,-0.282980556,6,7,0,1,1,2,2,51,0,0,0,0,1,0,0
Washington St.,2011,66.14,-1.045781449,27,0,1,12,2.52,274,26,0,0,14,2.46,130,22,0,0,12,2.55,120,27,0,0,6,2.15,90,27,0,1,14,2.44,280,pacten,66.73,-1.043942721,57.16,-2.385534122,8,6,1,0,0,3,11,83,0,0,0,0,1,0,0
West Virginia,2011,81.78,0.520842518,22,0,3,15,2.95,624,20,0,5,13,3.15,1281,25,0,6,15,3.08,1234,27,0,3,10,2.52,757,28,1,4,16,2.96,1367,Bigeast,78.03,0.144743017,78.55,0.232255213,7,4,1,1,0,0,0,18,0,0,0,0,0,1,0
Wisconsin,2011,88.67,1.210998473,20,0,3,15,3.05,767,24,0,0,21,2.88,160,21,0,5,11,3,923,24,0,3,14,2.83,829,18,1,3,10,3.06,1056,bigten,86.99,1.087276133,81.21,0.557796103,5,6,0,1,0,5,5,17,1,0,0,0,0,0,0
Alabama,2012,99.4,2.363238617,26,3,14,9,3.77,2621,22,3,14,5,3.91,2632,26,1,15,9,3.62,2308,27,4,14,9,3.81,2786,32,3,19,8,3.72,2836,SEC,104.17,2.784242527,94.3,1.811007023,6,4,1,1,1,5,16,3,0,1,0,0,0,0,0
Arizona,2012,76.18,-0.023913538,24,0,2,17,2.88,808,21,0,1,15,2.81,435,23,0,4,16,3.04,1036,24,0,3,17,2.96,830,23,0,5,12,2.96,974,pacten,70.52,-0.621365628,79.29,0.25717857,6,4,0,0,0,0,10,59,0,0,0,0,1,0,0
Arizona State,2012,79.87,0.355440099,23,0,3,15,2.91,944,14,0,2,7,2.64,413,26,0,5,17,3.04,1083,22,1,4,12,2.95,1173,27,0,6,19,3.15,1328,pacten,74.94,-0.174031659,81.54,0.490097559,4,4,0,1,0,0,6,63,0,0,0,0,1,0,0
Arkansas,2012,70.64,-0.593458023,24,0,2,21,3.04,1001,30,0,4,24,3.07,1189,25,0,3,18,2.96,766,31,1,8,20,3.26,1678,25,0,6,10,2.88,1015,SEC,91.06,1.457421638,88.77,1.238543909,8,7,1,1,1,0,18,9,0,1,0,0,0,0,0
Auburn,2012,65.86,-1.084870051,21,0,13,8,3.62,1951,24,1,13,10,3.63,2194,32,3,13,13,3.5,2485,28,0,9,16,3.21,1599,29,2,4,16,3.03,1335,SEC,77.4,0.07493702,98.06,2.200240533,8,8,0,1,1,3,5,31,0,1,0,0,0,0,0
Baylor,2012,82.64,0.640212341,24,0,3,18,3,810,19,0,1,16,2.95,628,23,0,4,17,3.09,1025,28,0,3,14,2.71,590,22,0,1,8,2.45,453,bigtwelve,86.01,0.946327398,71.49,-0.550273924,7,7,0,1,1,4,4,43,0,0,1,0,0,0,0
Boston College,2012,60.42,-1.644133949,16,0,2,8,2.75,468,23,0,4,9,2.74,834,21,0,2,14,2.86,815,17,0,1,6,2.47,260,29,0,3,18,2.83,1081,ACC,64.4,-1.240751123,73.1,-0.383607447,9,5,1,0,0,3,3,71,0,0,0,1,0,0,0
California,2012,66.64,-1.004681477,19,0,7,10,3.26,1316,22,0,10,12,3.45,1646,19,2,7,10,3.58,1875,20,0,6,8,2.9,931,21,0,5,12,3.05,1070,pacten,76.2,-0.046511116,78.29,0.15365902,6,3,1,1,0,10,10,50,0,0,0,0,1,0,0
Cincinnati,2012,77.81,0.14366002,29,0,0,25,2.86,756,24,0,1,20,2.92,605,22,0,1,10,2.55,490,25,0,2,8,2.48,430,24,0,0,6,2.25,230,Bigeast,78.63,0.19942136,68.96,-0.812178386,6,7,0,1,1,2,2,47,0,0,0,0,0,1,0
Clemson,2012,85.21,0.904423411,20,0,9,11,3.45,1680,29,4,6,15,3.34,2173,23,0,9,13,3.35,1551,12,0,7,4,3.5,1019,26,1,13,8,3.42,2113,ACC,77.78,0.113395597,72.82,-0.412592921,7,7,1,1,0,4,4,13,0,0,0,1,0,0,0
Colorado,2012,52.89,-2.418262103,27,0,2,20,2.89,965,19,0,0,13,2.68,256,22,0,0,15,2.68,399,19,0,4,8,2.84,744,21,1,7,9,3.24,1510,pacten,61.65,-1.519069768,68.82,-0.826671123,4,6,0,0,0,1,1,77,0,0,0,0,1,0,0
Connecticut,2012,64.35,-1.240106905,23,0,0,9,2.39,214,16,0,0,8,2.5,88,20,0,0,9,2.45,202,21,0,1,3,2.24,215,22,0,0,3,2.14,194,Bigeast,68.09,-0.867298104,72.68,-0.427085659,5,9,0,0,0,1,20,56,0,0,0,0,0,1,0
Duke,2012,67.97,-0.867949679,20,0,1,10,2.6,621,20,0,0,11,2.55,238,20,0,0,10,2.5,314,27,0,2,13,2.63,634,17,0,0,7,2.41,241,ACC,60.07,-1.678976481,63.61,-1.366007982,7,8,1,0,0,4,10,69,0,0,0,1,0,0,0
Florida,2012,89.84,1.38041456,23,3,11,8,3.7,2421,19,0,11,8,3.58,1851,28,4,18,5,3.89,2938,16,3,9,4,3.94,2017,22,4,12,4,3.82,2600,SEC,78.78,0.214602377,81.34,0.469393649,6,10,0,1,1,1,1,20,0,1,0,0,0,0,0
Florida State,2012,87.5,1.139848839,19,3,10,5,3.79,2263,18,0,8,10,3.44,2365,24,2,8,14,3.5,1953,21,2,10,8,3.62,2154,30,2,13,8,3.33,2251,ACC,81.16,0.455474514,85.19,0.867943918,7,7,1,1,1,2,2,8,0,0,0,1,0,0,0
Georgia,2012,92.15,1.617896105,19,2,6,10,3.47,1775,26,2,12,11,3.58,2309,19,0,9,9,3.42,1581,19,1,14,4,3.84,2179,24,2,13,8,3.67,2321,SEC,84.01,0.743913838,72.77,-0.417768899,5,9,1,1,0,11,11,6,0,1,0,0,0,0,0
Georgia Tech,2012,75.92,-0.050643062,17,0,2,13,3,587,22,0,1,18,2.91,759,18,0,5,11,3.17,950,21,0,1,17,2.9,732,20,0,1,11,2.65,581,ACC,72.31,-0.440205491,68.32,-0.878430899,7,7,1,1,0,4,15,35,0,0,0,1,0,0,0
Illinois,2012,58.11,-1.881615494,19,0,0,14,2.74,459,27,0,1,21,2.85,711,21,0,1,11,2.62,367,23,0,7,8,2.78,1092,28,0,6,16,3,1293,bigten,72.8,-0.390614169,77.78,0.100864049,6,7,1,1,1,0,0,62,1,0,0,0,0,0,0
Indiana,2012,67.47,-0.91935261,25,0,0,18,2.72,436,21,0,1,12,2.67,384,25,0,0,11,2.44,115,19,0,0,13,2.68,455,20,0,0,5,2.15,152,bigten,55.37,-2.154648348,62.79,-1.450894013,7,8,1,0,0,1,1,87,1,0,0,0,0,0,0
Iowa,2012,68.79,-0.78364887,24,0,4,15,2.96,853,24,0,4,16,3,1065,21,0,4,13,3,977,19,0,2,5,2.47,343,24,0,0,13,2.54,428,bigten,74.51,-0.217550575,82.35,0.573948395,5,3,1,1,0,13,16,41,1,0,0,0,0,0,0
Iowa State,2012,74.15,-0.232609441,21,0,0,16,2.76,140,23,0,0,15,2.65,478,28,0,2,16,2.71,472,23,0,1,10,2.52,236,24,0,1,6,2.33,281,bigtwelve,74.64,-0.204393693,69.25,-0.782157717,6,5,0,1,0,3,3,58,0,0,1,0,0,0,0
Kansas,2012,63.57,-1.320295479,20,0,0,15,2.75,285,27,0,2,21,2.93,899,18,0,2,12,2.89,555,25,0,4,19,3.08,1155,20,0,2,18,3.1,899,bigtwelve,64.09,-1.272125224,59.04,-1.839092327,5,6,0,0,0,0,5,89,0,0,1,0,0,0,0
Kansas State,2012,88.98,1.292001517,21,0,1,14,2.76,580,25,0,0,17,2.68,291,17,0,2,12,2.94,458,25,0,0,12,2.48,120,32,0,4,22,2.94,1194,bigtwelve,84.56,0.799577567,72.15,-0.48195102,8,6,1,1,0,20,20,22,0,0,1,0,0,0,0
Kentucky,2012,63.99,-1.277117016,26,0,1,21,2.88,504,24,0,1,21,2.96,357,26,0,1,18,2.77,742,29,0,3,16,2.69,958,20,0,1,8,2.5,315,SEC,66.03,-1.075784071,67.62,-0.950894584,6,5,0,0,0,2,2,61,0,1,0,0,0,0,0
Louisville,2012,79.98,0.366748744,22,0,3,16,3,873,20,0,4,15,3.15,1086,28,0,3,18,2.86,778,26,0,1,8,2.31,214,22,0,1,11,2.59,378,Bigeast,70.75,-0.598088068,73.02,-0.391889011,6,6,1,1,0,2,2,23,0,0,0,0,0,1,0
LSU,2012,87.63,1.153213601,22,0,9,12,3.36,1567,22,3,9,9,3.64,2224,29,1,15,13,3.59,2255,24,4,11,9,3.79,2581,26,2,11,13,3.58,2134,SEC,100.3,2.392572288,91.16,1.485955635,6,5,0,1,0,7,11,1,0,1,0,0,0,0,0
Maryland,2012,63.28,-1.350109179,23,1,2,14,2.91,975,21,0,1,15,2.81,692,21,0,4,15,3.1,1058,26,0,6,16,3.08,1266,18,0,6,8,3.11,976,ACC,61.76,-1.507937022,77.85,0.108110418,5,6,0,0,0,1,13,76,0,0,0,1,0,0,0
Miami-FL,2012,75.27,-0.117466874,33,2,8,23,3.36,1975,16,0,2,13,3.06,855,29,1,6,18,3.14,1575,19,1,9,8,3.53,1693,33,2,15,8,3.33,2467,ACC,73.61,-0.308636677,76.91,0.01080204,4,5,1,0,0,1,6,49,0,0,0,1,0,0,0
Michigan,2012,82.25,0.600118055,25,2,10,13,3.56,2132,20,0,6,13,3.25,1314,27,0,6,20,3.19,1479,22,1,13,6,3.59,2124,24,0,17,6,3.67,2220,bigten,86.54,0.999966992,71.91,-0.506795712,6,7,1,1,1,1,9,7,1,0,0,0,0,0,0
Michigan State,2012,78.15,0.178614014,18,0,3,14,3.11,876,21,0,2,17,3,1028,22,1,4,12,3.05,1193,23,0,10,10,3.3,1675,21,0,1,13,2.71,623,bigten,85.13,0.857265431,79.28,0.256143375,5,8,0,1,1,6,9,12,1,0,0,0,0,0,0
Minnesota,2012,69.22,-0.739442349,27,0,0,19,2.7,333,24,0,0,19,2.79,468,25,0,2,18,2.88,702,20,0,3,15,3.05,974,30,0,7,18,3.07,1395,bigten,64.89,-1.1911598,63.74,-1.35255044,7,6,1,0,0,1,18,74,1,0,0,0,0,0,0
Mississippi State,2012,76.8,0.039826098,28,0,4,21,3.04,1056,22,0,1,21,3.05,673,26,0,5,14,2.92,1032,27,0,7,17,3.15,1332,27,0,4,7,2.56,686,SEC,78.43,0.179180004,84.81,0.828606489,4,7,0,1,1,3,3,46,0,1,0,0,0,0,0
Missouri,2012,77.14,0.074780091,19,1,1,16,3.11,1037,17,0,1,16,3.06,607,23,0,7,16,3.3,1446,25,1,1,15,2.8,970,23,1,2,16,3,1214,SEC,85.25,0.869410245,83.04,0.645376885,5,5,1,1,1,11,21,30,0,1,0,0,0,0,0
NC State,2012,70.65,-0.592429964,22,0,0,17,2.77,618,20,0,1,13,2.75,134,19,1,4,9,3.05,1092,27,0,1,19,2.78,618,25,0,6,10,2.88,1151,ACC,71.7,-0.501941627,82.85,0.62570817,6,7,1,1,1,5,15,28,0,0,0,1,0,0,0
Nebraska,2012,81.06,0.477779077,17,0,6,11,3.35,1257,19,0,11,7,3.53,1698,21,0,8,10,3.24,1407,20,0,5,15,3.25,1233,28,1,2,20,2.96,1159,bigten,81.06,0.445353836,80.23,0.354486948,8,7,1,1,0,4,4,25,1,0,0,0,0,0,0
North Carolina,2012,76.7,0.029545511,23,0,3,18,3.04,813,25,0,9,14,3.28,1661,21,0,4,16,3.14,1195,29,1,13,10,3.34,2084,19,0,7,8,3.16,1120,ACC,72.86,-0.384541762,76.77,-0.003690697,7,4,1,1,0,0,4,45,0,0,0,1,0,0,0
Northwestern,2012,81.72,0.545630947,21,0,2,12,2.76,525,17,0,0,15,2.88,126,17,0,0,16,2.94,281,18,0,1,10,2.67,471,20,0,0,6,2.3,178,bigten,71.35,-0.537364,68.08,-0.903275591,5,5,0,1,0,6,6,55,1,0,0,0,0,0,0
